政府工作报告|||Rapport d'activité du gouvernement
全力支持香港、澳门特别行政区政府和行政长官依法施政，大力发展经济、持续改善民生、有序推进民主、促进社会和谐。|||Les autorités de ces deux régions, ainsi que leur chef exécutif respectif, bénéficieront de notre soutien sans réserve dans leurs efforts en vue de gouverner conformément à la loi, de développer énergiquement l'économie, d'améliorer continuellement le bien-être des habitants, de faire progresser méthodiquement la démocratie et de promouvoir l'harmonie sociale.
支持香港、澳门融入国家发展大局，深化内地与港澳地区交流合作。|||Nous soutiendrons l'intégration de Hong Kong et de Macao dans le plan national de développement, et approfondirons les échanges et la coopération entre la partie continentale et ces deux régions.
我们坚信，香港、澳门一定能与祖国内地同发展、共繁荣。|||Nous avons la ferme conviction que la partie continentale chinoise d'une part, et Hong Kong et Macao de l'autre, pourront sûrement réaliser un développement commun et une prospérité partagée.
我们要继续贯彻对台工作大政方针，坚持一个中国原则，在“九二共识”基础上推动两岸关系和平发展，推进祖国和平统一进程。|||Nous resterons fidèles à notre principe directeur à l'égard de Taiwan, maintiendrons le principe d'une seule Chine, et travaillerons, sur la base du "Consensus de 1992", à promouvoir le développement pacifique des relations entre les deux rives, et à faire progresser la réunification pacifique de la patrie.
坚决维护国家主权和领土完整，绝不容忍任何“台独”分裂图谋和行径。|||Nous défendrons fermement la souveraineté et l'intégrité territoriale du pays, et ne tolérerons aucun plan ni aucune tentative sécessionniste visant à l'"indépendance de Taiwan".
扩大两岸经济文化交流合作，逐步为台湾同胞在大陆学习、创业、就业、生活提供与大陆同胞同等待遇。|||Nous élargirons les échanges et la coopération dans les domaines économique et culturel entre les deux rives du détroit, et offrirons progressivement à nos compatriotes taiwanais le même traitement que celui réservé aux habitants de la partie continentale pour y vivre, étudier, travailler, ou créer une entreprise.
两岸同根，骨肉相亲。两岸同胞顺应历史大势、共担民族大义，必将共创中华民族伟大复兴的美好未来！|||S'ils se conforment au sens de l'histoire et assument leurs responsabilités envers la nation, les habitants des deux rives, forts de leur appartenance à une même famille et de ce sang qui les relie les uns aux autres, ne manqueront pas de créer ensemble l'avenir radieux du grand renouveau national.
各位代表：|||Camarades députés,
中国与世界各国发展紧密相连、命运休戚与共。|||Le développement et le destin de la Chine sont étroitement liés à ceux des autres pays du monde.
我们将始终不渝走和平发展道路，推动构建新型国际关系。|||Nous poursuivrons résolument la voie du développement pacifique et ferons progresser la mise en place d'un nouveau type de relations internationales.
积极参与改革完善全球治理，致力于建设开放型世界经济。|||Nous participerons activement à la réforme et au perfectionnement du système de gouvernance mondiale, et œuvrerons au développement d'une économie mondiale ouverte.
推进大国协调合作，深化同周边国家睦邻友好和共同发展，加强同发展中国家团结合作。|||Nous favoriserons la coordination et la coopération entre les grands États, approfondirons le bon voisinage et le développement commun avec les pays voisins, et renforcerons la solidarité et la coopération avec les autres pays en développement.
办好博鳌亚洲论坛年会、上海合作组织峰会、中非合作论坛峰会等主场外交。|||Nous mènerons à bien les actions de la diplomatie à domicile comme la réunion annuelle du Forum asiatique de Bo'ao, le sommet de l'Organisation de coopération de Shanghai et le sommet du Forum sur la coopération sino-africaine.
继续为解决国际和地区热点问题发挥负责任大国作用。|||La Chine continuera à jouer son rôle de grand acteur mondial responsable dans le règlement des dossiers brûlants internationaux et régionaux.
加强和完善海外利益安全保障体系。|||Il faudra renforcer et perfectionner le système de protection de nos intérêts à l'étranger.
中国愿与各国一道，为推动构建人类命运共同体不懈努力！|||La Chine est prête à travailler avec les différents pays pour contribuer inlassablement à la construction d'une communauté de destin pour l'humanité.
各位代表：|||Camarades députés,
团结凝聚力量，实干创造未来。|||La solidarité unira nos forces ; le vrai travail bâtira notre avenir.
我们要更加紧密地团结在以习近平同志为核心的党中央周围，高举中国特色社会主义伟大旗帜，以习近平新时代中国特色社会主义思想为指导，锐意进取，扎实工作，促进经济社会持续健康发展，为决胜全面建成小康社会、夺取新时代中国特色社会主义伟大胜利，为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国、实现中华民族伟大复兴的中国梦作出新的贡献！|||Unissons-nous plus étroitement autour du Comité central du Parti ayant comme noyau le camarade Xi Jinping, portons haut levée le drapeau du socialisme à la chinoise, suivons la pensée de Xi Jinping sur le socialisme à la chinoise de la nouvelle ère, faisons preuve d'esprit d'entreprise et d'assiduité au travail, pour faire progresser le développement socioéconomique sain et durable, et apporter de nouvelles contributions à la victoire décisive de l'édification intégrale de la société de moyenne aisance, au triomphe du socialisme à la chinoise de la nouvelle ère, à l'avènement d'un grand pays socialiste qui soit beau, moderne, prospère, puissant, démocratique, harmonieux et hautement civilisé, ainsi qu'à la réalisation du rêve chinois du grand renouveau national !
