政府工作报告|||RAPPORT D'ACTIVITÉ DU GOUVERNEMENT
坚持党对军队绝对领导的根本原则和制度，全面深入贯彻军委主席负责制。|||Il nous faudra maintenir le principe fondamental et le système selon lesquels le Parti exerce une direction absolue sur l'armée, et appliquer de manière globale et approfondie le système de la pleine responsabilité du président de la Commission militaire centrale.
贯彻新时代军事战略方针，提高实战化军事训练水平，坚决维护国家主权、安全、发展利益。|||Nous devrons appliquer la stratégie militaire de la nouvelle ère et faire progresser l'entraînement militaire en situation réelle, de manière à sauvegarder résolument la souveraineté et la sécurité du pays ainsi que ses intérêts en matière de développement.
继续深化国防和军队改革，建立健全中国特色社会主义军事政策制度体系。|||La réforme de la défense nationale et de l'armée sera approfondie, et le système institutionnel de la politique militaire du socialisme à la chinoise sera mis au point.
加强和完善国防教育、国防动员体系建设，增强全民国防意识。|||Nous renforcerons et améliorerons l'éducation à la défense nationale et le système de mobilisation pour la défense nationale, afin de sensibiliser toute la population aux besoins de celle-ci.
深入实施军民融合发展战略，加快国防科技创新步伐。|||La stratégie d'intégration militaro-civile sera conduite en profondeur, et l'innovation des sciences et technologies utiles à la défense nationale, accélérée.
各级政府要大力关心支持国防和军队建设，深入开展“双拥”活动，让军政军民团结之树根深叶茂、永葆常青。|||À tous les échelons, les autorités devront porter un grand intérêt et un fort appui à l'édification de la défense nationale et de l'armée. Elles poursuivront la campagne de soutien à l'armée et d'aide aux familles de militaires et, auprès de l'armée, celle de soutien au gouvernement et au peuple, et s'efforceront de resserrer et faire prospérer l'union des forces armées avec le gouvernement et le peuple.
各位代表：|||Mesdames et Messieurs les députés,
我们要继续全面准确贯彻“一国两制”、“港人治港”、“澳人治澳”、高度自治的方针，严格依照宪法和基本法办事。|||Nous continuerons à appliquer intégralement et avec précision les principes dits « un pays, deux systèmes », « administration de Hong Kong par les Hongkongais », « administration de Macao par les Macanais » ainsi que le principe consistant à leur accorder un haut degré d'autonomie, et agirons en respectant à la lettre la Constitution et les lois fondamentales qui régissent Hong Kong et Macao.
全力支持香港、澳门特别行政区政府和行政长官依法施政。|||Les autorités et les chefs de l'exécutif de ces deux régions bénéficieront d'un soutien sans réserve de notre part pour gouverner en vertu de la loi.
支持港澳抓住共建“一带一路”和粤港澳大湾区建设的重大机遇，更好发挥自身优势，全面深化与内地互利合作。|||Il nous faut soutenir les efforts que ces deux régions déploient en saisissant les opportunités importantes offertes par la réalisation commune du projet « la Ceinture et la Route » et par le développement de la région de la Grande Baie Guangdong-Hong Kong-Macao et en mieux valorisant leurs atouts respectifs pour que Hong Kong et Macao approfondissent leur coopération mutuellement bénéfique dans tous les domaines avec la partie continentale.
我们坚信，香港、澳门一定能与祖国内地同发展共进步、一定能保持长期繁荣稳定。|||Nous avons la ferme conviction que Hong Kong et Macao progresseront avec la partie continentale et demeureront prospères et stables à long terme.
我们要坚持对台工作大政方针。|||Nous devons poursuivre notre principe directeur à l'égard de Taiwan.
全面贯彻落实习近平总书记在《告台湾同胞书》发表40周年纪念会上的重要讲话精神，坚持一个中国原则和“九二共识”，推动两岸关系和平发展、推进祖国和平统一进程。|||Nous concrétiserons sur tous les plans l'esprit du secrétaire général Xi Jinping dans son important discours prononcé lors de la commémoration du 40e anniversaire du Message aux compatriotes de Taiwan, et resterons attachés au principe d'une seule Chine et au « Consensus de 1992 » pour promouvoir un développement pacifique des relations entre les deux rives du détroit et le processus de réunification pacifique du pays.
坚决反对和遏制“台独”分裂图谋和行径，坚决维护国家主权和领土完整。|||Nous sommes résolus à combattre et à déjouer les tentatives et actions sécessionnistes visant à l'« indépendance de Taiwan », et préserverons inébranlablement la souveraineté et l'intégrité territoriale de notre pays.
深化两岸融合发展，持续扩大两岸经济文化交流合作。|||Nous travaillons à approfondir le développement intégré des deux rives et à élargir de manière continue les échanges et la coopération en matière économique et culturelle entre les deux rives du détroit.
两岸同胞同根相系、同命相连，应携手共创共享全体中国人的美好未来。|||Forts de leur appartenance à une même famille et liés par un destin commun, les concitoyens des deux rives doivent créer et partager ensemble un avenir radieux qui appartient à l'ensemble des Chinois.
各位代表：|||Mesdames et Messieurs les députés,
当今世界面临百年未有之大变局。我们将坚定不移走和平发展道路、奉行互利共赢的开放战略，坚定维护多边主义和以联合国为核心的国际体系。|||Dans un monde en proie à des changements énormes et sans précédent, nous poursuivrons fermement la voie du développement pacifique et la stratégie d'ouverture mutuellement bénéfique, et défendrons résolument le multilatéralisme et le système international fondé sur les Nations Unies.
积极参与全球治理体系的改革完善，坚定维护开放型世界经济，推动构建人类命运共同体。|||Nous devons prendre une part active à la réforme et au perfectionnement de la gouvernance mondiale, préserver fermement une économie mondiale ouverte, et travailler à la construction d'une communauté de destin pour l'humanité.
加强与主要大国沟通对话与协调合作，深化同周边国家关系，拓展与发展中国家互利合作。积极为妥善应对全球性挑战和解决地区热点问题提供更多中国建设性方案。|||Il est nécessaire de renforcer le dialogue, la coordination et la coopération avec les grandes puissances, d'approfondir les relations avec les pays voisins, d'élargir la coopération mutuellement bénéfique avec les autres pays en développement et d'apporter plus de propositions chinoises constructives quant au règlement adéquat des défis à l'échelle mondiale et des crises aiguës sur le plan régional.
