政府工作报告|||﻿RAPPORT D'ACTIVITÉ DU GOUVERNEMENT
中国主张：|||Voici les propositions de la Chine.
第一，坚持以人民为中心的人权理念。|||Premièrement, nous devons nous attacher au concept des droits de l'homme centré sur le peuple.
人是人权之本，人民的利益是人权事业的出发点和落脚点，增加人民的获得感、幸福感、安全感是人权的根本追求和国家治理的终极目标。|||L'homme est au cœur des droits de l'homme, et l'intérêt du peuple en constitue le point de départ et la finalité. Renforcer le sentiment de satisfaction, de bonheur et de sécurité du peuple est la vocation fondamentale des droits de l'homme et l'objectif ultime de la gouvernance d'un pays.
坚持以人民为中心，要体现在人民真正当家作主，参与国家治理和政治协商，体现在不断缩小贫富差距，促进人的全面发展。|||Placer le peuple au cœur de l'action, c'est le rendre maître véritable de son pays et lui assurer la participation à la gouvernance du pays et à la consultation politique, et c'est réduire sans cesse l'écart de richesse et promouvoir le plein épanouissement de l'homme.
第二，坚持人权普遍性与各国实际相结合。|||Deuxièmement, nous devons allier l'universalité des droits de l'homme et les réalités nationales de chaque pays.
和平、发展、公平、正义、民主、自由是各国普遍认同的全人类共同价值。|||La paix, le développement, l'équité, la justice, la démocratie et la liberté sont les valeurs communes de l'humanité reconnues par tous les pays.
《联合国宪章》《世界人权宣言》为全球人权事业确立了崇高目标，制定了基本原则，各国都应遵循和践行。|||La Charte des Nations Unies et la Déclaration universelle des droits de l'homme, qui ont fixé les objectifs nobles et les principes fondamentaux de la cause des droits de l'homme dans le monde, doivent être observées et appliquées par tous les pays.
同时，各国国情不同，历史文化、社会制度、经济社会发展水平存在差异，必须按照本国国情和人民需求推进保护人权。|||Dans le même temps, les spécificités des réalités nationales et les différences en termes d'histoire, de culture, de système social et de niveau de développement économique et social entre les pays font qu'il faut tenir compte des conditions nationales et des besoins du peuple de chaque pays dans la promotion et la protection des droits de l'homme.
第三，坚持系统推进各类人权。|||Troisièmement, nous devons promouvoir de manière systématique toutes les catégories de droits de l'homme.
人权内涵是全面的，既包括公民政治权利，也包括经济社会文化权利，其中生存权和发展权是首要基本人权。|||Les droits de l'homme couvrent tous les domaines. Ils comprennent aussi bien les droits civils et politiques que les droits économiques, sociaux et culturels, et ceux à l'existence et au développement sont les droits de l'homme fondamentaux les plus importants.
各类人权需要统筹兼顾，整体施策，多措并举，全方位、全领域、全过程系统推进。|||Il convient d'adopter une approche coordonnée, intégrée et multidimensionnelle pour promouvoir le développement tous azimuts et continu des droits de l'homme.
人权范畴是不断发展的，健康权利和环境权利也应置于更加突出的位置。|||Le contenu des droits de l'homme est en évolution permanente. Les droits à la santé et à l'environnement doivent occuper une place plus importante.
第四，坚持国际人权对话与合作。|||Quatrièmement, nous devons promouvoir le dialogue et la coopération internationaux sur les droits de l'homme.
保护和推进人权是大家共同的事业，全球人权治理要由各国共同商量，人权发展成果要由各国人民共同分享。|||La protection et la promotion des droits de l'homme sont la cause commune de tous. La gouvernance mondiale des droits de l'homme doit être promue à travers les consultations entre tous les pays, et tous les peuples doivent pouvoir partager les fruits du développement des droits de l'homme.
人权不是少数国家的专利，更不能成为向别国施压、干涉内政的工具。|||Les droits de l'homme ne sont pas le monopole de quelques pays, encore moins doivent-ils être un outil pour faire pression aux autres ou s'ingérer dans les affaires intérieures d'autrui.
各国要恪守联合国宪章宗旨和原则，在平等和相互尊重的基础上开展人权交流与合作，推动国际人权事业健康发展。|||Tous les pays sont tenus de respecter scrupuleusement les buts et principes de la Charte des Nations Unies et de mener les échanges et la coopération en matière de droits de l'homme sur un pied d'égalité et dans le respect mutuel pour promouvoir le développement sain de la cause internationale des droits de l'homme.
各位同事！|||Chers Collègues,
对中国而言，今年是一个极其重要的年份，我们将迎来中国共产党百年华诞，开启全面建设社会主义现代化国家的新征程。|||L'année 2021 est extrêmement importante pour la Chine. Nous célébrerons le centenaire du Parti communiste chinois (PCC) et entamerons la nouvelle marche vers la construction sur tous les plans d'un pays socialiste moderne.
在中国共产党领导下，我们成功开创出一条得到人民广泛拥护的中国特色社会主义道路，也成功走出了一条符合中国国情和需要的人权发展道路。|||Sous la direction du PCC, nous avons frayé avec succès la voie socialiste aux couleurs chinoises soutenue par l'ensemble du peuple chinois et la voie de développement des droits de l'homme adaptée aux réalités et aux besoins du pays.
我们实现了现行标准下农村贫困人口全部脱贫，提前10年完成2030年可持续发展议程减贫目标，圆了中华民族的千年梦想，是具有里程碑意义的人权成就。|||Nous avons sorti de la pauvreté l'ensemble de la population rurale vivant sous l'actuel seuil de pauvreté et réalisé, avec dix ans d'avance, l'objectif d'élimination de la pauvreté du Programme de développement durable à l'horizon 2030. C'est un rêve millénaire de la nation chinoise devenu réalité et un progrès historique accompli en matière de droits de l'homme.
中国的脱贫攻坚不仅体现在人民收入和生活水平的提高，更体现在确保每一个人的教育权、医疗权和住房权。|||L'éradication de la pauvreté en Chine se traduit non seulement par l'augmentation des revenus et l'amélioration du bien-être social, mais aussi et surtout par la garantie effective des droits de chacun à l'éducation, aux soins médicaux et au logement.
中国建成了世界上最大的社会保障体系。|||La Chine a mis en place le plus grand système de protection sociale du monde.
这一保障体系涵盖养老、医疗、低保、住房在内方方面面。|||Il couvre un large éventail d'aspects comme la prise en charge des personnes âgées, les soins médicaux, le minimum vital et le logement.
